url,tweet text
https://twitter.com/JonDBrien1/status/1523823782938431490,"Nobody is looking to overturn elections, that is being said to stir emotion and somehow create an impression that questioning this legislation is akin to 1/6, which is garbage.  This is being rushed through with far to many issues to consider. https://t.co/eOxQYJWBGl"
https://twitter.com/JonDBrien1/status/1523820540745682945,@GerryCallahan You’re absolutely right.  Imagine the wailing and gnashing of teeth if they were outside of RBG’s house!
https://twitter.com/JonDBrien1/status/1523769309335797760,"When elected officials advocate for less secure elections, please take a moment to ask yourself why."
https://twitter.com/JonDBrien1/status/1523766485000552449,@TaraGranahan Me.
https://twitter.com/JonDBrien1/status/1523759210894602240,It took 5 YEARS to adopt Voter ID and we are going to dismantle our election integrity in one session? The @RIHouseofReps has got to pump the brakes on this one.  Too many questions and not nearly enough answers. It’s a bad look ramming this through right before elections. https://t.co/FFMGxIIzTB
https://twitter.com/JonDBrien1/status/1523754146880389120,"What jerks. I’m glad they didn’t show up at my parish, they would not have been. https://t.co/h5XRX6QLhW"
https://twitter.com/JonDBrien1/status/1523643049594994689,@krb_kboding It’s called the “Equality in Abortion Coverage Act” for a reason. I think the title kinda says it all.
https://twitter.com/JonDBrien1/status/1523437818801836032,@TheStonesEG @RIqueerpac @DeAngelisCorey He’s going to block you for asking questions. He did that to me and he wants to represent me. Hard pass.
https://twitter.com/JonDBrien1/status/1523420258597412864,@LianaCassar @LGSabinaMatos On Mother’s Day? Today is when you advocate for taxpayer funded abortion? Do you really think that is a winning strategy?
https://twitter.com/JonDBrien1/status/1523342154663608320,Bathing in an unending fountain of hypocrisy as they lie in wait with the MSM readying themselves to condemn conservatives. https://t.co/zgaz3eXgCF
https://twitter.com/JonDBrien1/status/1523340118630744066,Because nothing says Mother’s Day quite like taxpayer funded abortions.  I can’t. https://t.co/9H7ZK0w4MV
https://twitter.com/JonDBrien1/status/1523339770969088001,"@AttyTMD Based on that assessment, NPR is not worthy of any future public dollars. They are obviously using the money for drugs and alcohol"
https://twitter.com/JonDBrien1/status/1523284848957607936,"@mkearney55 If you had ever owned a business, employed people, or created a job, you would know that this is a totally unsustainable wage for small employers to pay which will only lead to less hours and less employees."
https://twitter.com/JonDBrien1/status/1523283898360160256,"@JaniceDean That’s why you are the best JD, never afraid to show your real side and THIS is the real side of being a mom.  I have a few of those I’ll save for Father’s Day! Happy Mothers Day, keep up the fight!"
https://twitter.com/JonDBrien1/status/1523283098338840577,"The MSM would be tearing the skin off of their faces while declaring everyone at the protest a domestic terrorist, racist and white nationalist.  However, these are radical lefties at the home of a conservative judge, so whatever…….🤷🏻‍♂️ https://t.co/b1rtOhM70X"
https://twitter.com/JonDBrien1/status/1523282094251671553,"I’m guessing they haven’t yet figured out that this is a state’s rights case. On second thought, let’s not get bogged down in the details. https://t.co/Wi1Q3lpbRM"
https://twitter.com/JonDBrien1/status/1523033150833762304,@JohnDePetroshow Clearly lacking the cognitive capacity to understand that this is not a religious issue but rather a state’s rights issue.
https://twitter.com/JonDBrien1/status/1523024719880257536,@80sgratefuldead @sean_burg99 Stop (Band of Gypsies)
https://twitter.com/JonDBrien1/status/1522955636962734082,"Amen to that. Things may be easier today, but they aren’t better. https://t.co/mfONURVnZy"
https://twitter.com/JonDBrien1/status/1522912670718074883,@NicoleLussier9 @greg_price11 @TheLeoTerrell @w_terrence @larryelder Or United States Senator @SenatorTimScott?
https://twitter.com/JonDBrien1/status/1522911834113822725,"I don’t give a sh*t what party it is, mass mail balloting is bad news and only leads to insecure elections for EVERYONE. Only politically motivated Pollyannas say otherwise. https://t.co/xLEXJp53FB"
https://twitter.com/JonDBrien1/status/1522911288443158530,@Staffier The virus is never going to “end” and therefore victims of a mass hysteria event are going to have to get a grip.
https://twitter.com/JonDBrien1/status/1522910928685223936,@ScottAdamsSays Minister of Information. https://t.co/lgEA9A4PK5
https://twitter.com/JonDBrien1/status/1522902099826253824,"They lie so you focus on the lie, and not what is really going on. https://t.co/exP0P40Osk"
https://twitter.com/JonDBrien1/status/1522667504392417281,"@MeghanEKallman @RISenate Thanks to Senator Roger Picard, pictured, who had the sense to vote against lousy legislation when he sees it. Seriously, this is shameful and so terribly shortsighted.  However it placates certain constituencies to help pols get re-elected at the expense of RI CITIZENS. 👎🏻👎🏻👎🏻"
https://twitter.com/JonDBrien1/status/1522625191930740736,"@JenRuthGreen @sunny Why does anyone watch the garbage that is @TheView anyway? If your opinions are formed by this crew, seek help immediately."
https://twitter.com/JonDBrien1/status/1522623684439064578,We’ve done it as a society. Clown world. 🤡🤡🤡 https://t.co/PD5HoDBwyC https://t.co/nmmDTTSb8O
https://twitter.com/JonDBrien1/status/1522622457596764160,@cnn is once again spewing textbook propaganda https://t.co/oYc8kM50t3
https://twitter.com/JonDBrien1/status/1522543390243663874,Guess what? Rhode Island did the same. It’s lunacy. https://t.co/bjSewt1JHP https://t.co/Wysa7PWf2e
https://twitter.com/JonDBrien1/status/1522366843415146497,"The MSM would be ripping the skin off of their faces, but if leftist extremists do it, meh. https://t.co/gUGvcmk8qv"
https://twitter.com/JonDBrien1/status/1522246574528737282,"I don’t think they understand that any Roe decision has zero to do with religion but instead it is a State’s rights case. But hey, never let the facts get in the way of an unhinged emotional argument. https://t.co/a4BFgYFrOT"
https://twitter.com/JonDBrien1/status/1522245824255864832,🎯🎯🎯 Progressives want freedom FROM speech not freedom OF speech. https://t.co/p9ZdZrclns
https://twitter.com/JonDBrien1/status/1522203934932324355,"With all due respect @LennyforRI, a woman’s right to choose is totally protected in the state of RI BECAUSE of action taken by @SenatorRuggerio. The Senate President is correct in not further advancing legislation that would require ALL taxpayers in RI to fund others abortions. https://t.co/e8rFMWsjm4"
https://twitter.com/JonDBrien1/status/1522203097048784898,That’s just the MSM being the MSM. https://t.co/UW8Chl8Al8
https://twitter.com/JonDBrien1/status/1522197557862191105,"If we are basing savings on how many more babies can be aborted on the taxpayer’s dime, then we have lost our moral compass entirely. https://t.co/mkIButUmJM"
https://twitter.com/JonDBrien1/status/1522196709346058241,"Wait one second, Jen Psaki said “the former president invested billions of dollars in a border wall that was never going to work or be effective”. If walls don’t work than why erect them? Oh right, only some walls work, depending on who erects them. Got it. https://t.co/tgQJZzcWWa"
https://twitter.com/JonDBrien1/status/1522195288009719808,@esanzi I’m old enough to remember when you got suspended on Twitter for saying this.
https://twitter.com/JonDBrien1/status/1522029591279374342,@kathyprojo Blood money. No thanks. https://t.co/Vi0C8SwZzL
https://twitter.com/JonDBrien1/status/1522026657221128194,"I’ll take absolutely not for $1,000,000 https://t.co/DqBmxGo1iG"
https://twitter.com/JonDBrien1/status/1522026271743647744,"The “science is real” until it’s not. You see you have to accept SOME science as true and ignore other science. Makes sense. Local media won’t regurgitate ridiculous pablum that is demonstrably false.  Whatever your opinion on abortion, it’s a biological women’s issue. Silliness https://t.co/QXic3c9p3n"
https://twitter.com/JonDBrien1/status/1521976676825116673,@esanzi Weird right? I can’t keep up.
https://twitter.com/JonDBrien1/status/1521920386996346881,"@Nicoletta0602 I wonder what they would say when you told them it is a State’s rights issue invoking the 10th Amendment.  Probably something like “My body, my choice!” The whole point of all of this is to gin up the uninformed and misinformed."
https://twitter.com/JonDBrien1/status/1521919585188040717,BINGO! https://t.co/hSooBdABH3
https://twitter.com/JonDBrien1/status/1521918969933930497,@WoonRICitizens @RIHouseofReps I know exactly what it means. Now go hide behind your little anonymous account.
https://twitter.com/JonDBrien1/status/1521831485564764160,"6/ In sum, this is a pablum driven election ad by a gubernatorial candidate who was against Voter ID from the moment she was elected.  I remain vehemently opposed to the Orwellian named “Let RI Vote” act, I hope the ⁦@RIHouseofReps⁩ will join me.  https://t.co/djD7enO7Jr"
https://twitter.com/JonDBrien1/status/1521830315928559616,5/ @kathyprojo continues to ask the right questions in regard to the multiple issues and obvious insecurities of applying for mail ballots online. https://t.co/PoBUICCjkA
https://twitter.com/JonDBrien1/status/1521829592021053440,"4/ “At a time when we are seeing states restrict voting options for their citizens”, what she really means is “while states are enacting Voter ID laws that are supported by 80% of the population, we are working to undermine that process here in RI” https://t.co/djD7enO7Jr"
https://twitter.com/JonDBrien1/status/1521827998571405313,"3/ We are at the point where should you have the temerity to question bad electoral policy, you are labeled as an insurrectionist &amp; a racist.  This from a sitting State officer and Gubernatorial candidate openly utilizing the “Rules for Radicals” playbook. https://t.co/djD7enO7Jr"
https://twitter.com/JonDBrien1/status/1521826876284710912,2/ This quote “these claims are straight out of the playbook of national efforts to undermine confidence in elections &amp; disenfranchise marginalized populations” is both insulting &amp; nonsense. THIS is straight out of the far left playbook. Look in the mirror https://t.co/djD7enO7Jr
https://twitter.com/JonDBrien1/status/1521825889729798144,"1/ So this is where we are in political discourse, if you question the wisdom of creating mail ballot elections and removing the safeguards in place to avoid fraud, and if you oppose this Voter ID end around, it is YOU that seeks election insecurity  https://t.co/djD7enO7Jr"
https://twitter.com/JonDBrien1/status/1521807108198576128,"This is such a fundamental and legal fact about this draft decision, but that doesn’t stop the lemmings from running over the hyperbolic cliff. https://t.co/uO8rjrSjI9"
https://twitter.com/JonDBrien1/status/1521666069110403075,"@WoonRICitizens @JohnDePetroshow Yeah right. You keep believing that. While you’re at it, you lose any moral high ground when you wish death upon a SCJ. Now go back to your grandmothers basement and keep working your anonymous Twitter account from the kid’s table. https://t.co/BHrWkEfaBB"
https://twitter.com/JonDBrien1/status/1521655555017875459,Weird right? https://t.co/hqqbhwZb7W
https://twitter.com/JonDBrien1/status/1521641981264510977,"@JohnDePetroshow This issue won’t make gas/oil/electricity or groceries cheaper.  It won’t solve the Southern border crisis, and won’t ease the concerns of all of the parents out there concerned about what their kids are subjected to at school."
https://twitter.com/JonDBrien1/status/1521639734287781889,This is a ridiculous lie regarding a decision that re-establishes State’s rights. https://t.co/9TIRaORocc
https://twitter.com/JonDBrien1/status/1521639195718164480,"2/ It’s also kabuki theater, contrived and intentional.  There’s a leak to Politico, and then suddenly there are protesters at the SCOTUS with signs already mass produced.  Everything they do is disingenuous. https://t.co/zzlapTsGDI"
https://twitter.com/JonDBrien1/status/1521638439833280513,"1/ You’re correct @JohnDePetroshow, this is a real crisis and must be dealt with. Justice is blind for a reason.  However, after claiming they want to maintain civil norms, the far left wing is threatening to pack the Court, and get rid of the filibuster. It’s an embarrassment. https://t.co/zzlapTsGDI"
https://twitter.com/JonDBrien1/status/1521594866085634048,"@KendraForRI Scared of what actually? If Roe is overturned and abortion becomes a State’s rights issue, then RI would be considered a safe place because the GA codified Roe into the the RIGL. Did you tell them that, or nah?"
https://twitter.com/JonDBrien1/status/1521547187548831744,@AttyTMD @Patriots Awesome take right there.
https://twitter.com/JonDBrien1/status/1521545180465311746,"As a Catholic, I can’t seem to find that nugget in the Catechism. I’ll keep looking.  @FatherHealey https://t.co/teG6a4WPnV"
https://twitter.com/JonDBrien1/status/1521538062035177474,"3/ If you are an elected official or candidate and you engage in this type of histrionics, you are incapable of not only doing your job, but understanding your job and the legal framework within which that job exists."
https://twitter.com/JonDBrien1/status/1521537501537738753,2/ There are plenty of elected officials and candidates out there erroneously stating that somehow this means abortion will be banned. What’s alarming is those same individuals willful ignorance or lack of understanding of the Rhode Island General Laws and the US Constitution.
https://twitter.com/JonDBrien1/status/1521536899403468801,1/ A quick review of Twitter today will tell you that a draft opinion has lots of people on the left engaging in wailing and gnashing of teeth. Wouldn’t it just be easier to understand that an overturning of Roe correctly re-establishes state’s rights to decide the issue?
https://twitter.com/JonDBrien1/status/1521525108505985024,I just noticed that those on the left aren’t spelling WOMAN with an X today (WOMXN). I guess a whole lot of people picked up an online biology degree overnight.
https://twitter.com/JonDBrien1/status/1521522802658091008,Amen on this one. https://t.co/jCZge6eNz6
https://twitter.com/JonDBrien1/status/1521509303563264000,@SaraGonzalesTX No. I actually can’t.
https://twitter.com/JonDBrien1/status/1521488878254895108,"RT @ighaworth: My pansexual queer 3-year-old child of color, Pebble Solomon Haworth, just read the Politico SCOTUS leak, looked up at me an…"
https://twitter.com/JonDBrien1/status/1521487893587501058,Just when I thought the nomenclature of the left could not exceed the ridiculous heights to which it has risen…….. https://t.co/JSP6vjqL5t
https://twitter.com/JonDBrien1/status/1521487078227431425,@esanzi That’s actually my main concern.
https://twitter.com/JonDBrien1/status/1521470664020008963,"As an American and attorney, I am FAR more concerned about the sanctity of the Supreme Court and the injury this will cause that sacred institution, than I am about the Court correctly re-establishing State’s rights."
https://twitter.com/JonDBrien1/status/1521468916102578177,"@FitzProv @Nirva_LaFortune There’s no such thing as a “birthing person”. If you can’t say that only women give birth, you’re disqualified."
https://twitter.com/JonDBrien1/status/1521467117446512641,"So from what I’m understanding this AM is that men shouldn’t have an opinion regarding a women’s body, however you also can’t factually say that Rachel Levine is a biological male and you can’t oppose biological males in female sports because they are actually women. Ok. 👌🏻"
https://twitter.com/JonDBrien1/status/1521465524680601605,@BillboardChris @OrigBoldRoyalty @oliviam2399 @Nicoletta0602 @justfknwhy @BrownUniversity They’ve done it. https://t.co/KMDw51lU9d
https://twitter.com/JonDBrien1/status/1521458487267581958,I guess you don’t have to be a biologist anymore to explain what is a woman. I’m old enough to remember when that was a confusing issue.
https://twitter.com/JonDBrien1/status/1521458163006021639,If you are upset about a potential overturning of Roe but are still using the term “pregnant people” you are simply not a serious person.
https://twitter.com/JonDBrien1/status/1521297026155257857,@Meeshm66 I’ll take the Dr. Funk please.
https://twitter.com/JonDBrien1/status/1521169706396364800,"@SydneyLWatson, I thought you would appreciate this Letter to the Editor.  Also, as MOTHER’s Day approaches, let’s remember that only biological WOMEN can give birth. The fact that we have to repeat this over and over only illustrates the clown world that we are living in. https://t.co/lHZSLsO1Aj https://t.co/3HdJVXXmOd"
https://twitter.com/JonDBrien1/status/1520786561520050176,"Sometimes you read something in the paper and you feel compelled to respond. I did, and I hope you’ll read it.  I encourage you to do the same when the spirit moves you. https://t.co/y9xiHPYaOj"
https://twitter.com/JonDBrien1/status/1520745956702142469,Imagine living your life like this? This is yet another victim of a mass hysteria event. Irony: she’s in the MSM and helped to create the very situation of which she is a victim. https://t.co/vgqxVPFZ6w
https://twitter.com/JonDBrien1/status/1520571061426921477,"@JohnDePetroshow that’s not bad new for the @RhodeIslandGOP, that’s bad news for ANY Rhode Islander that values the integrity of the electoral process. This is a bad bill full of too many questions and fewer safeguards. Voter ID took 5 years, this goes in just 1? @kathyprojo https://t.co/b2S9xybtQB"
https://twitter.com/JonDBrien1/status/1520457409386487808,Motherhood is not an “idea” it is a sacred role held by women. https://t.co/ERtTcmqLQd
https://twitter.com/JonDBrien1/status/1520156002410283011,@laurieinri I think they spelled Woman wrong. 🤷🏻‍♂️
https://twitter.com/JonDBrien1/status/1520092124145979392,"@TaraGranahan @MackDistrict6 @wpro Great interview @TaraGranahan. 1 takeaway: if you disagree with progressive policies it is labeled “fear &amp; hate” but if a progressive disagrees with policy, that’s somehow virtuous.  Schools should concentrate on proficiency of subjects and not sex. That’s a parent’s job IMHO."
https://twitter.com/JonDBrien1/status/1520074668283240448,My daily reminder that mental illness is alive and well in the United States of America. https://t.co/5uUQKTDa7o
https://twitter.com/JonDBrien1/status/1520007540528095233,Make Orwell fiction again. https://t.co/ov5YJqc2u5
https://twitter.com/JonDBrien1/status/1519781465441112070,Mental illness is a really serious issue. https://t.co/ud6nMNvHRJ
https://twitter.com/JonDBrien1/status/1519744085707399174,"If you’re not following @esanzi or reading her articles, like this one, you should. https://t.co/72VPyhQvIG"
https://twitter.com/JonDBrien1/status/1519691944892502019,"@kathyprojo Please keep asking these questions b/c there are no definitive answers, &amp; yet this bill was allowed to come out of committee &amp; hit the floor. This radical change to our elections is not ready for prime time, and yet it’s being rammed through. This bill must be stopped https://t.co/PoBUICCjkA"
https://twitter.com/JonDBrien1/status/1519655927783342080,It’s called the UNITED STATES strategic oil reserves for a reason! @TulsiGabbard https://t.co/0YU3Sig89Z
https://twitter.com/JonDBrien1/status/1519655477172391937,Thread. @esanzi This is a war on children and their parents. So much to unpack but teaching children fake pronouns instead ABC’s and 123’s is reprehensible https://t.co/tV2ZkISldN
https://twitter.com/JonDBrien1/status/1519503961962815499,@cgm1775 @kathyprojo @CharleneLimaRI WE don’t!
https://twitter.com/JonDBrien1/status/1519426821145735170,"Exactly. Also, too many integrity issues regarding online mail ballot applications.  Why the rush? It took me 5 years to get Voter ID through and now this is going to get through in one? In an election year? This is insanity.  @kathyprojo @JohnDePetroshow https://t.co/Bu7M7lPlfE"
https://twitter.com/JonDBrien1/status/1519419770898165760,AMEN @kathyprojo That’s exactly the point.  Why the rush to ram this through??? https://t.co/X4wyxPIxz1
https://twitter.com/JonDBrien1/status/1519419622818258946,"RT @kathyprojo: WHY this story is important: NOT because it shows widespread voter fraud in RI or anywhere else, but because it shows how e…"
https://twitter.com/JonDBrien1/status/1519357624529129473,@esanzi This is absolute lunacy.
https://twitter.com/JonDBrien1/status/1519355901047713795,"@JohnDePetroshow @kathyprojo @RI_BOE @projo There are remaining questions regarding the security and integrity of online mail ballot applications.  This bill should have never been up for a floor vote and must be defeated by the @RIHouseofReps. Why the rush? Voter ID took 5 years, but THIS in one session?"
https://twitter.com/JonDBrien1/status/1519308168718958593,@NicoleLussier9 @QuahogsUnited @kathyprojo @CharleneLimaRI Millions!!! https://t.co/H51wEE8w3z
https://twitter.com/JonDBrien1/status/1519304133316128770,"@WoonRICitizens Senator Picard has the courage to stand behind his convictions and doesn’t hide behind an anonymous twitter account, like you."
https://twitter.com/JonDBrien1/status/1519292645440372737,"Great coverage by @kathyprojo on this terrible legislation that will only lead to election insecurity. There are so many open questions regarding online mail balloting that it’s shocking this was even up for a vote. Do the right thing @CharleneLimaRI 
https://t.co/Q34NL3ilDn"
https://twitter.com/JonDBrien1/status/1519286185402978304,"A HUGE thank you to Woonsocket Senator Roger Picard for his leadership, standing up for election integrity, and taking a thoughtful, principled position against legislation that ridiculously normalizes pandemic driven election rules. Hold the line @RIHouseofReps. https://t.co/f4wCSMkNRH"
https://twitter.com/JonDBrien1/status/1518981906368544768,"IMHO, this is unbecoming of a State Senator and an insult to the institution. https://t.co/pw8zn5YAKH"
https://twitter.com/JonDBrien1/status/1518951735334690818,@MrWillHenry “A chicken in every pot and and a Walllace the Brave book in every home!” Now THAT’S a great RI campaign speech!
https://twitter.com/JonDBrien1/status/1518931109115047936,"Bell says that there are people “divorced from the realities of science” and yet these same people insist men can have babies, breastfeed and menstruate while unable to articulate the differences between men and women. These are not serious people. https://t.co/RZT7yIA3SE"
https://twitter.com/JonDBrien1/status/1518761564056211456,"Man, the Twitterverse is crushing it today.  😂😂😂 https://t.co/tYmVp7RnwO"
https://twitter.com/JonDBrien1/status/1518761355645440002,"RT @ChrissieMayr: My 4 year old transgendered Chinese daughter asked me; if Elon Musk buys twitter, will Ze be deported to a concentration…"
https://twitter.com/JonDBrien1/status/1518759751852638208,Damn that’s funny https://t.co/5RyNEHvKfp
https://twitter.com/JonDBrien1/status/1518750206363381761,@esanzi Imagine what kind of State Rep he would make. Hard pass.
https://twitter.com/JonDBrien1/status/1518749431432204289,"Today is awesome. All of the lib socialists are melting down because the guy who developed and mass marketed the electric car, the car they want everyone to drive, got filthy rich doing so and bought Twitter. Now they hate him and don’t want free speech. It’s EPIC!"
https://twitter.com/JonDBrien1/status/1518743500430483457,@EnriqueForRI My guess is that you didn’t have the same lesson plan that you utilized today when Jeff Bezos of Amazon bought the Washington post. And you want to be my latex salesman.
https://twitter.com/JonDBrien1/status/1518597179660713985,"@MrWillHenry I’m not sure who I love the most, Spud, Sterling, or the Seagull!"
https://twitter.com/JonDBrien1/status/1518596440209207296,@MrWillHenry Can’t wait!
https://twitter.com/JonDBrien1/status/1518319346845630465,"@conorjmacdonald @MackDistrict6 @JackieGoldmanRI @RIPTA_RI There was a time that I did ride the bus. As a parent of a high schooler and an attorney that spends a lot time in courthouses, I don’t ride the bus anymore.  It’s not practical."
https://twitter.com/JonDBrien1/status/1518318928426119170,@conorjmacdonald @MackDistrict6 @JackieGoldmanRI @RIPTA_RI I like your ability to surmise things that are totally false. I’ve lived in Woonsocket for a better part of my life.  The route has always been 54.  Apology accepted.
https://twitter.com/JonDBrien1/status/1518291495442391045,@conorjmacdonald @MackDistrict6 @JackieGoldmanRI @RIPTA_RI You’d have to catch me on the 54.
https://twitter.com/JonDBrien1/status/1517960429615697922,Ready for the main event. Waiting for @Tyson_Fury to be the undisputed Heavyweight Champion of the World. https://t.co/zOHAL33r2H
https://twitter.com/JonDBrien1/status/1517848145547472897,"Well, that didn’t go as I had originally thought…… https://t.co/HivsC0CdMB"
