,url,tweet text
38,https://twitter.com/RepToddStephens/status/1398658085296685058,Thank you far providing a forum for a discussion about evidence-based practices to help protect children from firearm injuries! https://t.co/G8wqPQyHzN
39,https://twitter.com/RepToddStephens/status/1397212041635672064,Happy to help move this important legislation forward! https://t.co/xpESiFUIAh
40,https://twitter.com/RepToddStephens/status/1395421391328092166,Happy birthday to one of the most inspirational people I know! I hope you have a great day ⁦@BenergyEAC⁩! https://t.co/5w5ArROo65
41,https://twitter.com/RepToddStephens/status/1392801265164378113,Great job highlighting this important issue my friend! https://t.co/GarGoRomuH
42,https://twitter.com/RepToddStephens/status/1387923422013968387,"Thanks to the great @HH_Schools staff, the dedicated volunteers and Wellness Pharmacy Services for helping make this event a success! https://t.co/ObGevZ9283"
43,https://twitter.com/RepToddStephens/status/1386994751858257925,Congrats! https://t.co/Yrh2V5yV4o
44,https://twitter.com/RepToddStephens/status/1386644105447550978,@StephenJ_Caruso The numbers are certainly similar - in reverse! Frank had even stronger headwinds though with Trump winning 70% in his district. Impressive ticket-splitting by thoughtful voters!
45,https://twitter.com/RepToddStephens/status/1386639954256740354,We need more of this in politics today. https://t.co/ny6heCu5Qk
46,https://twitter.com/RepToddStephens/status/1386490426887188481,The political contrast between SWPA and SEPA is amazing. https://t.co/hxKGPPSdqu
47,https://twitter.com/RepToddStephens/status/1385282363035459587,Thanks for hosting such a great event discussing clean water in PA! https://t.co/PKANDfXBzU
48,https://twitter.com/RepToddStephens/status/1384661012792627200,"While no verdict can bring George Floyd back, this one reminds us that nobody is above the law, everyone must be held accountable for their actions &amp; everyone deserves equal protection under the law. We must continue to demand these three ideals in our criminal justice system."
49,https://twitter.com/RepToddStephens/status/1382120446657757187,We had a great team working on that bill!  Glad we were able to get it done! https://t.co/CI4DHE1jQX
50,https://twitter.com/RepToddStephens/status/1380483329707892738,@StephenJ_Caruso Some GOP minds supported it before Trump!  Here’s this year’s #ERPOinPA bill - https://t.co/RCNBn6tNdm
51,https://twitter.com/RepToddStephens/status/1379905388041142281,"The PA House this week passed my bill to utilize technology to reduce recidivism for DUI offenders, improve public safety, reduce the jail population and save taxpayer dollars. https://t.co/unReuukCV6"
52,https://twitter.com/RepToddStephens/status/1378142254137802752,Thanks so much for this @GovernorTomWolf!  @BenergyEAC is an inspiration to us all! #WorldAutismAwarenessDay https://t.co/4l8hcIx0OS
53,https://twitter.com/RepToddStephens/status/1377643357292363779,"I was proud to join @BenergyEAC as Philly Pretzel Factory opened a new cart at Giant offering shoppers their fantastic soft pretzels. Most importantly though, CEO and Founder of Philly Pretzel Factory, Dan Dizio, presented Ben with a $1,000 check for the Eagles Autism Foundation! https://t.co/FwNUuEWxXb"
54,https://twitter.com/RepToddStephens/status/1376703105010647042,Thank you @GovernorTomWolf for supporting Autism Awareness Month and recognizing @BenergyEAC for his unbelievable dedication to the cause. https://t.co/9EeMJPWJ5z
55,https://twitter.com/RepToddStephens/status/1376663143846404099,This morning I sent this letter to @GovernorTomWolf urging him to support @BenergyEAC and his efforts to raise awareness about autism by wearing blue on April 2nd. https://t.co/W9zXZEyx9L https://t.co/hshwol7iOM
56,https://twitter.com/RepToddStephens/status/1374903463453339652,This is why I’ve held 6 senior vaccine clinics. We must prioritize community-based vaccination options for those who are unable to access mass clinics and registration sites. https://t.co/RsGrUNBdNd
57,https://twitter.com/RepToddStephens/status/1374899856783900672,One of my favorite movies... https://t.co/AULTcXVY48
58,https://twitter.com/RepToddStephens/status/1370374941208625152,"I’m so thankful I had the opportunity to meet Merle Caples, a 98 year old WWII vet who came to my senior COVID vaccine clinic for those over 80 yrs old on Wed. Her inspirational story of serving in the Marines was incredibly uplifting. I’m glad we could help her get vaccinated. https://t.co/3nctaNhtGC"
59,https://twitter.com/RepToddStephens/status/1370049735235661828,The PA Department of Health needs to change their allocation formula to ensure we receive enough vaccine so our seniors and other vulnerable residents can get the vaccine they need. https://t.co/XN9ZLTFfLp
60,https://twitter.com/RepToddStephens/status/1370041218072244226,"It was such an honor to meet her, hear her amazing story and help her receive her life-saving vaccination! https://t.co/JE7YtO5bYp"
61,https://twitter.com/RepToddStephens/status/1367522653536460802,Since January I have been raising concerns with the PA DOH about their vaccine distribution to Montco. I was proud to support this bill to enlist the help of the PA National Guard to assist with these efforts. https://t.co/k4Xn6kaVcI
62,https://twitter.com/RepToddStephens/status/1367198230707118083,Lots of great information from our job-creating small businesses. https://t.co/FBSDs7hAyu
63,https://twitter.com/RepToddStephens/status/1365065341433479177,@RepDelozier @PAHouseGOP Great hearing today with lots of good information!
64,https://twitter.com/RepToddStephens/status/1364681513854529536,Glad to see Montgomery Co announce they have established a telephone hotline for vaccine pre-registration for those who do not use email/internet and will begin taking vaccine to vulnerable elderly residents who would otherwise not be able to come to a mass vaccination site.
65,https://twitter.com/RepToddStephens/status/1364552668337885185,Glad to see the Gov is open to a centralized registration system for COVID vaccines as other states have done. Navigating the current labyrinth of reg systems to find vaccines is frustrating and inefficient especially for our seniors. We need this ASAP! https://t.co/k4yjx1ogoN
66,https://twitter.com/RepToddStephens/status/1364408672596672516,@PaCapitoltours It’s an honor to to have my office in this magnificent building.
67,https://twitter.com/RepToddStephens/status/1364228611398651907,Bipartisan collaboration is the key to success. Glad to see the vaccination task force working together to improve vaccine delivery for Pennsylvania residents. https://t.co/3m7lehPwZ0
68,https://twitter.com/RepToddStephens/status/1362911599506432002,Kudos to ⁦@MontcopaDA⁩ for doing his part to reduce gun violence! https://t.co/nSY6G5Zpeq
69,https://twitter.com/RepToddStephens/status/1362570777690832896,@MontTwpDems As I said at the outset I will continue to work to ensure everyone who wants a vaccine gets it. The sooner the PA Department of Health sends Montco more vaccine the sooner that will happen. Stay well!
70,https://twitter.com/RepToddStephens/status/1362567222875553805,@MontTwpDems Instead of attacking me for helping seniors get vaccinated I suggest you join me in urging the PA Department of Health to send Montco more vaccines so everyone can get the vaccine who wants it. I hope we can agree that’s the best solution to this problem.
71,https://twitter.com/RepToddStephens/status/1362564291421954050,@MontTwpDems Sounds like your complaint is with the County who set up a system that only allowed people to register online at first.
72,https://twitter.com/RepToddStephens/status/1362554895371493376,"@MontTwpDems GOP enclave? I just checked - Dems = 520, GOP = 588. #FactsMatter"
73,https://twitter.com/RepToddStephens/status/1362552830272417794,@MontTwpDems Hardly hiding anything. Here’s the story with the interview I gave the day of the clinic. https://t.co/T3yAeUoWFh
74,https://twitter.com/RepToddStephens/status/1362520692319793158,@MontTwpDems This is no time for partisanship. My staff and I have been doing all we can to help everyone who wants a vaccine get one. If the PA Department of Health sends us vaccines we’ll be happy to help more seniors who are not tech savvy/can’t get to Norristown and need a local option.
75,https://twitter.com/RepToddStephens/status/1362441988252045312,"@bobscaping “The confusion surrounding the vaccine rollout, a system that particularly disadvantages people without internet access or computer savvy, has left thousands turning to legislators for help.”"
76,https://twitter.com/RepToddStephens/status/1357836328793231362,I was proud to support this bill to enlist the assistance of the PA National Guard to improve the distribution of COVID-19 vaccine in PA. The bill now moves to the Senate for consideration. https://t.co/svKpUreQtV
77,https://twitter.com/RepToddStephens/status/1356421034195513345,@VinVinPhilly #Shameonyou @VinVinPhilly for not doing your homework. https://t.co/3qTIDfNx4Q
78,https://twitter.com/RepToddStephens/status/1347948149676138499,"Thanks to all who serve as that thin blue line between good and evil. Today, and everyday, we appreciate all you do for us! #LawEnforcementAppreciationDay https://t.co/FCPHY3y5qV"
79,https://twitter.com/RepToddStephens/status/1346952070704857090,"I'm deeply disappointed with what is unfolding in our nation's Capitol. The peaceful transition of power is a cornerstone of our democracy. Peaceful protests are acceptable, violence is criminal and cannot be tolerated. Thinking of the men and women standing on the front lines."
80,https://twitter.com/RepToddStephens/status/1345736849239760898,Mike was an outstanding man and legislator. A staunch advocate for his constituents in Westmoreland and Somerset Counties yet always willing to sit down and discuss other perspectives. My thoughts and prayers are with his wife and three children.  https://t.co/kQnJMGtFCN
81,https://twitter.com/RepToddStephens/status/1341387787715682305,Looks great! https://t.co/n3veqex5Hz
82,https://twitter.com/RepToddStephens/status/1341201005535485952,Congrats! https://t.co/sDmrPElTE2
83,https://twitter.com/RepToddStephens/status/1340304337218711553,"Collaboration and determination have enabled us to make significant progress in reimbursing ratepayers, funding new filters and connecting homes with contaminated private wells to safe, #PFAS free water.  https://t.co/KS4zXnvSvs"
84,https://twitter.com/RepToddStephens/status/1338099526243119106,"@PPDScottDrissel @PPD12Dist I appreciate all you and your colleagues are doing. I’m a State Rep, former federal and Montco firearms prosecutor, and Chair of the PA Sentencing Commission. I’d love more details on this. Can you DM me your contact info?"
85,https://twitter.com/RepToddStephens/status/1336768896779620358,@GovernorTomWolf Wishing @GovernorTomWolf a speedy recovery and best wishes to our First Lady that she remain healthy as well.
86,https://twitter.com/RepToddStephens/status/1324759751549423617,@CushingDoherty Thank you!
87,https://twitter.com/RepToddStephens/status/1323869527722086400,@peace1philly2 Thank you!
88,https://twitter.com/RepToddStephens/status/1323869369672368128,@ChrisMarasheski Thank you!
89,https://twitter.com/RepToddStephens/status/1322930036249341953,@JennyStephens52 @PAGOP @JKassa_PA151st Still trying to lie your way through this huh? Here’s the full post. No wonder the Intelligencer called out your campaign for “false and misleading” ads and mailers. https://t.co/RIe4Ub25By
90,https://twitter.com/RepToddStephens/status/1322928982254342144,@JennyStephens52 More lies. But don’t take my word for it - here’s the statement Gov Wolf issued when he signed the bill into law    - https://t.co/ad0x9KjDqV
91,https://twitter.com/RepToddStephens/status/1321784353874153473,Happy to help anytime! Keep up the great work for our @HH_Schools students! https://t.co/VasCxabYRo
92,https://twitter.com/RepToddStephens/status/1320542769287438341,"@mzdeloffre @JennyStephens52 @rbf1582 @JKassa_PA151st @PAGOP @teamtrace @Everytown ""The legislation was introduced by Republican Rep. Todd Stephens of Montgomery County. Everytown is not targeting Stephens’ seat."" https://t.co/zFIaXM7wK6"
93,https://twitter.com/RepToddStephens/status/1320540555886080001,"@mzdeloffre @JennyStephens52 @rbf1582 @JKassa_PA151st @PAGOP @teamtrace That’s also the bill @JKassa_PA151st supported along with 20 public health and gun violence groups like CeaseFirePA, Giffords, Brady, the Psychological Assn, Psychiatric Society and Gov Wolf, Commissioner Arkoosh and Cong Dean among others."
94,https://twitter.com/RepToddStephens/status/1320538983563218944,@JennyStephens52 @rbf1582 @JKassa_PA151st @PAGOP https://t.co/WIXU0zdIWs (2/2)
95,https://twitter.com/RepToddStephens/status/1320538933361582082,"@JennyStephens52 @rbf1582 @JKassa_PA151st @PAGOP “Today, Everytown for Gun Safety Action Fund endorsed a slate of gun sense champions who will fight for gun safety in the PA state leg. Each of these candidates received the @MomsDemand Gun Sense Candidate Distinction, a prerequisite for being considered for endorsement.” (1/2)"
96,https://twitter.com/RepToddStephens/status/1320527668702531585,"@rbf1582 @JennyStephens52 @JKassa_PA151st Recognized by Moms,  endorsed by law enforcement."
97,https://twitter.com/RepToddStephens/status/1320525217643569160,@JennyStephens52 @JKassa_PA151st More lies from the Kassa camp. He’s not endorsed by Moms Demand Action. I said I was the only candidate recognized by Moms Demand Action and endorsed by law enforcement. In case you can’t find it I’ve attached a screenshot from my post. https://t.co/jqnP4ekD80
98,https://twitter.com/RepToddStephens/status/1320001598802755586,Honored to once again be endorsed by Humane PA for my dedication and commitment to protecting animals from abuse in PA! https://t.co/FlAu0asdt8
99,https://twitter.com/RepToddStephens/status/1319498004282355712,"@JennyStephens52 @JKassa_PA151st @HumanePA @RepBrianFitz “Pennsylvania improved more than any other state last year in strengthening animal protection laws, a report by the Animal Legal Defense Fund found.” https://t.co/ShVrs7pBnw"
100,https://twitter.com/RepToddStephens/status/1319496921745133568,"@JennyStephens52 @JKassa_PA151st @HumanePA @RepBrianFitz “The first President’s Award is given to The Honorable Todd Stephens...The passage of HB 1238, which was signed into law as Act 10 of 2017 by Governor Tom Wolf, is an incredible victory for animals in Pennsylvania and the veterinary profession.” https://t.co/qb9UPkjBGy"
101,https://twitter.com/RepToddStephens/status/1319455745939832832,@JennyStephens52 @JKassa_PA151st @HumanePA @RepBrianFitz Agreed. I’ve voted to end pigeon shoots and have consistently opposed them. Again - endorsed by Humane PA. https://t.co/fKsHFVJzMq
102,https://twitter.com/RepToddStephens/status/1319452898011602944,@JennyStephens52 @JKassa_PA151st @HumanePA @RepBrianFitz False. That’s why Governor Wolf signed and celebrated Libre’s Law as “Landmark Legislation” - https://t.co/ivJCngpu18
103,https://twitter.com/RepToddStephens/status/1319443562422030344,"@JennyStephens52 @JKassa_PA151st More misinformation-I’m endorsed by @HumanePA for my work protecting animals., Gov Wolf signed the bill preventing teachers from carrying guns in schools and CeaseFirePA, Brady, Gov Wolf, Commissioner Arkoosh, Cong. Dean and @JKassa_PA151st all supported my ERPO bill.#FactsMatter https://t.co/WH0dp97gmv"
104,https://twitter.com/RepToddStephens/status/1319100074161508353,@JennyStephens52 @PAGOP @GovTomWolf https://t.co/8MEHxA0y1f
105,https://twitter.com/RepToddStephens/status/1316170870776377344,@KarenMCrane Thanks so much Karen!
106,https://twitter.com/RepToddStephens/status/1315821169195483137,@VinVinPhilly @giselefetterman @RepBrianFitz https://t.co/kog4fFbJgr
107,https://twitter.com/RepToddStephens/status/1315705260632145921,This type of reprehensible behavior has no place in our society and I’m saddened @giselefetterman was subjected to it. Our nation is strengthened by its rich diversity and we must all denounce hate and support a culture of inclusion. https://t.co/EMHQRHJo2l
108,https://twitter.com/RepToddStephens/status/1315059501154873344,@JennyStephens52 @JKassa_PA151st @GovernorTomWolf Are you calling @GovernorTomWolf a liar? “We’ve been strategically investing in education at all ages in a model that can be used as a template for national success. https://t.co/tXqtc5LuXb
109,https://twitter.com/RepToddStephens/status/1315056850698723328,@JennyStephens52 @JKassa_PA151st Are you calling @GovernorTomWolf a liar? https://t.co/tXqtc5LuXb
110,https://twitter.com/RepToddStephens/status/1312939289756475394,"Honored to be endorsed by our teachers, nurses and other dedicated school employees! https://t.co/E4ADPbDLiJ"
111,https://twitter.com/RepToddStephens/status/1312490081857400832,"Dr. Jamie Swanson, Medical Director of a local nursing home, discusses my work to help them save lives during the pandemic. https://t.co/XGPW9jilbs"
112,https://twitter.com/RepToddStephens/status/1307147232790089734,Justice Ginsburg was a trailblazer who devoted her life to the law and our country with passion and purpose. She left her mark on our great nation. RIP Ruth Bader Ginsburg.
113,https://twitter.com/RepToddStephens/status/1305954358534823938,"Horsham has the highest PFAS water standards in the US and finally #Horsham ratepayers will no longer be paying a surcharge to eliminate the PFAS the federal government left behind!
https://t.co/61AYYZE0Be"
114,https://twitter.com/RepToddStephens/status/1302200589120671745,@phillyceltic Tests from Montgomery County testing sites are returned within 36 hours - usually much less. The turnaround time depends on the lab. Montgomery County is using a lab that agreed to provide the results within 36 hours.
115,https://twitter.com/RepToddStephens/status/1297173390361538562,@phillyceltic @Horsham_police Can you DM me your contact info?
116,https://twitter.com/RepToddStephens/status/1295903468717211658,This is terrific! https://t.co/0krRkq0pdn
117,https://twitter.com/RepToddStephens/status/1295887027423064065,@David_LaTorre @Owens_abc27 He doesn’t have to request an application.  He can apply online or print an application out online and mail it in. https://t.co/wLHj5A3tgf
118,https://twitter.com/RepToddStephens/status/1295692944549322752,"100 years ago today the 19th Amendment was ratified granting women the right to vote. In 1919 my great grandfather was a Congressman who proudly voted in support of, and advocated for, the #19thAmendment. My late uncle sent me this copy of the Congressional Record with his speech https://t.co/AoRFkFGfxB"
119,https://twitter.com/RepToddStephens/status/1291053356904067083,@timelywriter That’s why I worked with @VAArk to bring faster COVID test results to Montgomery County!  We’ll be getting results in 36 hours!
120,https://twitter.com/RepToddStephens/status/1289631966917091328,It would be funny if people weren’t losing their health insurance and struggling to put food on the table. Every day people call my office bc they can’t get any help and have had no income. Fixing the unemployment system must be a priority. https://t.co/X6SPWjwdUK
121,https://twitter.com/RepToddStephens/status/1289630713805864960,@PMW31 Thanks so much!
122,https://twitter.com/RepToddStephens/status/1289536839930519554,I’m a Republican who supports mail in voting but shouldn’t we be prioritizing fixing our broken unemployment system with these funds? I have constituents who’ve lost health insurance bc they haven’t received any money for months! https://t.co/awdieAQCUn
123,https://twitter.com/RepToddStephens/status/1288951442267660289,"Terrific article detailing all the benefits we’ll receive in #Montco with this new testing program - including a safer, healthier community! Proud to have played a part in it. https://t.co/7Yqxhg3lg4"
124,https://twitter.com/RepToddStephens/status/1288583251112742914,This is critically important to protect public health. Glad to have helped facilitate this dialogue. Thanks to @VAArk for making it happen! https://t.co/KNtsJ9JvLA
125,https://twitter.com/RepToddStephens/status/1287122964216000512,@4st8 What was the party registration in 2016 there? Curious to compare Montco’s registration and Clinton vote with Westmoreland’s.
126,https://twitter.com/RepToddStephens/status/1284816599837560832,@PennCapitalStar I introduced HB2543 to protect our nursing home staff and residents by requiring the state to ensure the availability of testing and to use CARES dollars to pay for it when insurance/Medicare/Medicaid won’t.
127,https://twitter.com/RepToddStephens/status/1283598311480590337,@AdamMarles Please support HB2543
128,https://twitter.com/RepToddStephens/status/1274318266064941057,@PennCapitalStar @RepHarris @RepMattBradford @RepFrankDermody In March I introduced HB2341 to drive all school funding through the fair funding formula eliminating hold harmless. https://t.co/AGJyBsVHCP
129,https://twitter.com/RepToddStephens/status/1274315477196722181,@PennCapitalStar @elizhardison Why we need #ERPOinPA!
130,https://twitter.com/RepToddStephens/status/1274018179581386753,Which is why we need #ERPOinPA #RedFlagsinPA https://t.co/MzNL1nX6x5
131,https://twitter.com/RepToddStephens/status/1268865232140722182,Well done! https://t.co/JSfjbJcWha
132,https://twitter.com/RepToddStephens/status/1266356062892036099,@LansReporter On May 14th the #PAHouse voted to allow barber shops who followed CDC guidance to reopen 123-79. The Gov vetoed the bill. On May 20 the House voted to override the veto 115-87. Here’s the override vote - https://t.co/jQD50JIGm9
133,https://twitter.com/RepToddStephens/status/1266354337338531844,So much misinformation about who knew what when re a COVID+ Rep in the #PAHouse. Thanks to ⁦@StephenJ_Caruso⁩ for running down the facts. I found out from the House Dems and I would publicly disclose immediately if I learned I was COVID positive. https://t.co/FTcfAZ3bv6
134,https://twitter.com/RepToddStephens/status/1266336512452562945,"@LansReporter On Tuesday, May 19th the #PAHouse voted 133-69 to allow restaurants to reopen outdoor seating. Here’s the vote https://t.co/fTs9faYjxK"
135,https://twitter.com/RepToddStephens/status/1264907971244539904,#NeverForget those who gave their lives for #freedom https://t.co/wET9Cn0N7K
136,https://twitter.com/RepToddStephens/status/1260253279692480518,@anna_orso What a great idea! https://t.co/0IaSlYQAOf https://t.co/004VQs5W8c
137,https://twitter.com/RepToddStephens/status/1260252380332949510,@timelywriter @AP Great idea - https://t.co/0IaSlYQAOf https://t.co/004VQs5W8c
138,https://twitter.com/RepToddStephens/status/1260248486127308803,On April 17th I asked the PA Department of Health to prioritize nursing home workers and residents for testing. They haven’t so am introducing legislation to require the PA Department of Health to ensure all nursing home workers and residents are tested. https://t.co/AhrrVAOhwn
139,https://twitter.com/RepToddStephens/status/1260247061968162818,@ChasThompson1 @PAHealthDept @GovernorTomWolf That’s convenient - https://t.co/AhrrVAOhwn
140,https://twitter.com/RepToddStephens/status/1259035750160629761,@MissMopar7172 Glad we could help!
141,https://twitter.com/RepToddStephens/status/1257476509058707460,@timelywriter Shame they didn’t buy from this local PA company - https://t.co/TyL5VvQ9re
142,https://twitter.com/RepToddStephens/status/1256189697216446465,@ByJohnLMicek @PennCapitalStar A wonderful tribute John. My condolences. Hang on to those wonderful memories.
143,https://twitter.com/RepToddStephens/status/1256021788632518656,@Joe_p_Sullivan @PPDScottDrissel @PhillyPolice Got that right!
144,https://twitter.com/RepToddStephens/status/1256004603918909441,@poopandboogies A bill was introduced along those lines but the sponsor said it was done so in error so it’s dead
145,https://twitter.com/RepToddStephens/status/1255793814939348992,@TheIntellNews The bipartisan committee voted unanimously to review the waiver process.
146,https://twitter.com/RepToddStephens/status/1253642140531515392,This is why we need greater transparency of deaths and positive cases in each long-term care facility! https://t.co/KQwKb1byCs
147,https://twitter.com/RepToddStephens/status/1251244345115709440,@stevepacek I’ll DM you
148,https://twitter.com/RepToddStephens/status/1247254692276641793,@KyleBagenstose Great stuff Kyle but @HorshamTownship #Warrington and @warminsterpa have had the most stringent #PFAS standard in the country for years - non-detect!
149,https://twitter.com/RepToddStephens/status/1245209241532731392,@MissMopar7172 Send me a DM w your contact info and we’ll reach out to you tomorrow to help.
150,https://twitter.com/RepToddStephens/status/1242934543960674304,@LitAgentKelly @SenHughesOffice We sent that bill to the Senate today
151,https://twitter.com/RepToddStephens/status/1242285912731590657,Agreed. Our daily updates in PA include hospitalization rates for that reason. https://t.co/1NdGsUFV3S
152,https://twitter.com/RepToddStephens/status/1241762251654270977,PA COVID-19 positive cases up to 479 in 33 counties and still a 10% hospitalization rate. https://t.co/kNLVW0GG5i
153,https://twitter.com/RepToddStephens/status/1238805983553638400,@StephenLBloom Well played my friend!
154,https://twitter.com/RepToddStephens/status/1238796203141316608,An important message (and clear example of Central PA’s efforts to eliminate the words “to be” from our vocabulary). https://t.co/y045yKT5n5
